date,store_id,product_id,product_category,quantity_demanded,on_hand_inventory,safety_stock,current_price,base_price,cost_price,gross_margin,margin_percentage,competitor_price,price_elasticity,is_promoted,promotion_discount_pct,days_inventory,stockout_risk
20230801,50,102,Clothing,7,26,33,82.54,96.4,49.53,33.02,40.0,89.5,1.08,0,0.0,3.25,1
20230802,50,102,Clothing,11,58,33,20.12,18.64,12.07,8.05,40.0,19.92,0.9601,1,26.91,4.83,0
20230803,50,102,Clothing,10,64,33,50.72,54.31,30.43,20.29,40.0,49.39,1.0338,1,27.37,5.82,0
20230804,50,102,Clothing,8,42,33,54.36,55.27,32.62,21.75,40.0,58.2,1.0074,0,0.0,4.67,0
20230805,50,102,Clothing,12,77,33,93.33,99.59,56.0,37.33,40.0,101.06,1.0324,0,0.0,5.92,0
20230806,50,102,Clothing,10,41,33,80.37,92.03,48.22,32.15,40.0,86.15,1.0694,1,25.7,3.73,0
20230807,50,102,Clothing,8,28,33,69.9,72.91,41.94,27.96,40.0,66.84,1.0206,1,30.45,3.11,1
20230808,50,102,Clothing,7,54,33,83.01,78.99,49.8,33.2,40.0,74.78,0.9749,0,0.0,6.75,0
20230809,50,102,Clothing,8,14,33,42.12,45.24,25.27,16.85,40.0,41.25,1.0351,1,12.84,1.56,1
20230810,50,102,Clothing,7,65,33,63.41,56.78,38.04,25.36,40.0,60.15,0.9456,0,0.0,8.12,0
20230811,50,102,Clothing,8,47,33,53.92,51.68,32.35,21.57,40.0,57.46,0.9781,0,0.0,5.22,0
20230812,50,102,Clothing,9,48,33,19.91,16.73,11.94,7.96,40.0,21.72,0.9146,0,0.0,4.8,0
20230813,50,102,Clothing,6,71,33,56.29,65.78,33.77,22.52,40.0,58.45,1.08,0,0.0,10.14,0
20230814,50,102,Clothing,7,9,33,99.98,98.66,59.99,39.99,40.0,108.54,0.9929,0,0.0,1.12,1
20230815,50,102,Clothing,8,36,33,75.04,88.79,45.02,30.01,40.0,76.65,1.0871,1,11.52,4.0,0
20230816,50,102,Clothing,4,34,33,30.96,30.63,18.58,12.38,40.0,33.45,0.9931,0,0.0,6.8,0
20230817,50,102,Clothing,10,12,33,44.19,42.72,26.51,17.67,40.0,43.23,0.9821,0,0.0,1.09,1
20230818,50,102,Clothing,7,18,33,105.58,96.04,63.35,42.23,40.0,98.87,0.9533,0,0.0,2.25,1
20230819,50,102,Clothing,9,55,33,60.17,54.8,36.1,24.07,40.0,60.75,0.9535,0,0.0,5.5,0
20230820,50,102,Clothing,7,77,33,51.15,45.15,30.69,20.46,40.0,50.13,0.9386,0,0.0,9.62,0
20230821,50,102,Clothing,10,38,33,30.59,31.51,18.35,12.23,40.0,33.28,1.0134,0,0.0,3.45,0
20230822,50,102,Clothing,8,8,33,90.73,89.66,54.44,36.29,40.0,87.92,0.9935,0,0.0,0.89,1
20230823,50,102,Clothing,7,12,33,87.0,84.83,52.2,34.8,40.0,80.35,0.9869,0,0.0,1.5,1
20230824,50,102,Clothing,10,81,33,38.87,35.33,23.32,15.55,40.0,40.89,0.9521,0,0.0,7.36,0
20230825,50,102,Clothing,10,87,33,16.85,17.68,10.11,6.74,40.0,16.94,1.0213,0,0.0,7.91,0
20230826,50,102,Clothing,10,48,33,78.51,79.9,47.1,31.4,40.0,74.2,1.0082,0,0.0,4.36,0
20230827,50,102,Clothing,5,11,33,95.39,98.13,57.23,38.16,40.0,97.61,1.0137,0,0.0,1.83,1
20230828,50,102,Clothing,6,88,33,42.56,42.94,25.53,17.02,40.0,40.39,1.0033,1,12.94,12.57,0
20230829,50,102,Clothing,9,91,33,39.14,42.17,23.49,15.66,40.0,35.86,1.0367,0,0.0,9.1,0
20230830,50,102,Clothing,9,32,33,82.96,74.34,49.78,33.19,40.0,79.44,0.9461,0,0.0,3.2,1
20230831,50,102,Clothing,8,82,33,61.52,52.14,36.91,24.61,40.0,57.96,0.9198,0,0.0,9.11,0
20230901,50,102,Clothing,3,11,33,84.21,86.25,50.53,33.68,40.0,89.73,1.0114,0,0.0,2.75,1
20230902,50,102,Clothing,9,53,33,35.29,36.15,21.17,14.11,40.0,34.29,1.0107,0,0.0,5.3,0
20230903,50,102,Clothing,8,71,33,21.48,22.52,12.89,8.59,40.0,23.28,1.0216,0,0.0,7.89,0
20230904,50,102,Clothing,3,25,33,19.6,21.32,11.76,7.84,40.0,20.67,1.0405,0,0.0,6.25,1
20230905,50,102,Clothing,7,73,33,82.14,73.69,49.29,32.86,40.0,86.62,0.9466,0,0.0,9.12,0
20230906,50,102,Clothing,6,25,33,106.19,99.11,63.71,42.48,40.0,107.45,0.9656,0,0.0,3.57,1
20230907,50,102,Clothing,5,36,33,42.56,39.58,25.53,17.02,40.0,43.98,0.9633,0,0.0,6.0,0
20230908,50,102,Clothing,9,38,33,100.69,85.55,60.41,40.28,40.0,102.86,0.9213,0,0.0,3.8,0
20230909,50,102,Clothing,7,15,33,29.02,31.41,17.41,11.61,40.0,30.42,1.0384,0,0.0,1.88,1
20230910,50,102,Clothing,7,28,33,104.62,95.26,62.77,41.85,40.0,112.34,0.9538,0,0.0,3.5,1
20230911,50,102,Clothing,9,80,33,86.88,82.75,52.13,34.75,40.0,87.47,0.9754,0,0.0,8.0,0
20230912,50,102,Clothing,8,69,33,78.81,76.35,47.28,31.52,40.0,79.99,0.9836,0,0.0,7.67,0
20230913,50,102,Clothing,6,67,33,72.37,80.31,43.42,28.95,40.0,79.07,1.0527,0,0.0,9.57,0
20230914,50,102,Clothing,6,5,33,88.8,95.57,53.28,35.52,40.0,92.31,1.0369,0,0.0,0.71,1
20230915,50,102,Clothing,7,72,33,38.06,34.73,22.84,15.23,40.0,40.24,0.9539,0,0.0,9.0,0
20230916,50,102,Clothing,10,15,33,46.64,56.7,27.99,18.66,40.0,43.69,1.1014,1,20.49,1.36,1
20230917,50,102,Clothing,8,44,33,34.32,34.53,20.59,13.73,40.0,36.78,1.0016,0,0.0,4.89,0
20230918,50,102,Clothing,7,81,33,34.89,34.72,20.93,13.95,40.0,34.61,0.9962,0,0.0,10.12,0
20230919,50,102,Clothing,5,78,33,67.96,58.28,40.78,27.18,40.0,71.81,0.9254,0,0.0,13.0,0
20230920,50,102,Clothing,5,38,33,70.43,68.41,42.26,28.17,40.0,75.07,0.9849,0,0.0,6.33,0
20230921,50,102,Clothing,7,65,33,75.86,84.22,45.52,30.34,40.0,72.03,1.053,0,0.0,8.12,0
20230922,50,102,Clothing,6,71,33,56.19,48.68,33.71,22.47,40.0,54.56,0.93,0,0.0,10.14,0
20230923,50,102,Clothing,6,72,33,44.36,46.9,26.62,17.75,40.0,40.58,1.027,0,0.0,10.29,0
20230924,50,102,Clothing,7,99,33,56.44,67.57,33.87,22.58,40.0,56.35,1.0932,0,0.0,12.38,0
20230925,50,102,Clothing,5,11,33,27.0,23.59,16.2,10.8,40.0,28.53,0.9331,0,0.0,1.83,1
20230926,50,102,Clothing,9,37,33,59.81,71.43,35.88,23.92,40.0,61.13,1.0919,0,0.0,3.7,0
20230927,50,102,Clothing,8,15,33,71.97,84.93,43.18,28.79,40.0,65.31,1.0856,0,0.0,1.67,1
20230928,50,102,Clothing,7,37,33,37.08,37.44,22.25,14.83,40.0,37.86,1.0035,0,0.0,4.62,0
20230929,50,102,Clothing,6,87,33,23.86,21.58,14.32,9.55,40.0,22.6,0.949,0,0.0,12.43,0
20230930,50,102,Clothing,7,87,33,34.16,39.92,20.49,13.66,40.0,33.82,1.0795,0,0.0,10.88,0
20231001,50,102,Clothing,6,28,33,18.2,22.15,10.92,7.28,40.0,20.0,1.1,0,0.0,4.0,1
20231002,50,102,Clothing,10,20,33,43.65,54.34,26.19,17.46,40.0,40.06,1.1146,0,0.0,1.82,1
20231003,50,102,Clothing,7,62,33,20.78,24.75,12.47,8.31,40.0,22.64,1.0887,1,37.65,7.75,0
20231004,50,102,Clothing,8,5,33,78.04,87.63,46.82,31.22,40.0,82.69,1.059,0,0.0,0.56,1
20231005,50,102,Clothing,7,50,33,20.41,20.34,12.24,8.16,40.0,21.78,0.9959,0,0.0,6.25,0
20231006,50,102,Clothing,9,50,33,25.08,29.54,15.05,10.03,40.0,26.3,1.0832,1,28.83,5.0,0
20231007,50,102,Clothing,8,48,33,70.57,79.74,42.34,28.23,40.0,71.01,1.0622,0,0.0,5.33,0
20231008,50,102,Clothing,7,60,33,55.05,53.33,33.03,22.02,40.0,53.78,0.9834,1,38.43,7.5,0
20231009,50,102,Clothing,5,35,33,38.7,33.07,23.22,15.48,40.0,39.57,0.9233,0,0.0,5.83,0
20231010,50,102,Clothing,7,29,33,47.3,42.02,28.38,18.92,40.0,50.99,0.9415,0,0.0,3.62,1
20231011,50,102,Clothing,8,21,33,45.17,39.98,27.1,18.07,40.0,46.39,0.9397,0,0.0,2.33,1
20231012,50,102,Clothing,7,73,33,93.09,80.5,55.86,37.24,40.0,88.75,0.9294,0,0.0,9.12,0
20231013,50,102,Clothing,7,93,33,70.35,62.34,42.21,28.14,40.0,67.03,0.9407,0,0.0,11.62,0
20231014,50,102,Clothing,7,17,33,60.05,61.27,36.03,24.02,40.0,63.96,1.0093,0,0.0,2.12,1
20231015,50,102,Clothing,6,99,33,56.12,48.96,33.67,22.45,40.0,55.55,0.9332,0,0.0,14.14,0
20231016,50,102,Clothing,8,70,33,52.78,60.12,31.67,21.11,40.0,50.73,1.0663,0,0.0,7.78,0
20231017,50,102,Clothing,7,41,33,32.35,32.86,19.41,12.94,40.0,29.63,1.0063,0,0.0,5.12,0
20231018,50,102,Clothing,5,51,33,26.35,27.15,15.81,10.54,40.0,25.09,1.0131,0,0.0,8.5,0
20231019,50,102,Clothing,6,47,33,59.99,71.5,36.0,24.0,40.0,60.88,1.0908,0,0.0,6.71,0
20231020,50,102,Clothing,8,37,33,17.01,20.65,10.21,6.8,40.0,18.68,1.0987,0,0.0,4.11,0
20231021,50,102,Clothing,8,54,33,35.69,37.84,21.41,14.28,40.0,34.27,1.0283,0,0.0,6.0,0
20231022,50,102,Clothing,5,83,33,93.56,97.19,56.13,37.42,40.0,102.49,1.0187,0,0.0,13.83,0
20231023,50,102,Clothing,9,64,33,21.52,22.01,12.91,8.61,40.0,23.56,1.0092,0,0.0,6.4,0
20231024,50,102,Clothing,11,10,33,23.37,25.52,14.02,9.35,40.0,21.11,1.0429,0,0.0,0.83,1
20231025,50,102,Clothing,9,23,33,42.67,42.16,25.6,17.07,40.0,40.94,0.9928,0,0.0,2.3,1
20231026,50,102,Clothing,7,75,33,41.17,50.89,24.7,16.47,40.0,40.19,1.1105,0,0.0,9.38,0
20231027,50,102,Clothing,7,57,33,22.42,24.02,13.45,8.97,40.0,21.03,1.0327,0,0.0,7.12,0
20231028,50,102,Clothing,8,83,33,24.55,21.61,14.73,9.82,40.0,25.52,0.9364,0,0.0,9.22,0
20231029,50,102,Clothing,4,87,33,43.87,42.84,26.32,17.55,40.0,46.33,0.9871,0,0.0,17.4,0
20231030,50,102,Clothing,7,39,33,41.9,50.43,25.14,16.76,40.0,39.55,1.0958,0,0.0,4.88,0
20231031,50,102,Clothing,7,99,33,56.17,65.53,33.7,22.47,40.0,51.54,1.0792,1,30.32,12.38,0
20231101,50,102,Clothing,4,87,33,67.39,70.79,40.43,26.96,40.0,72.95,1.0242,0,0.0,17.4,0
20231102,50,102,Clothing,11,98,33,55.02,51.09,33.01,22.01,40.0,52.9,0.9627,0,0.0,8.17,0
20231103,50,102,Clothing,6,41,33,40.63,41.48,24.38,16.25,40.0,44.18,1.0092,0,0.0,5.86,0
20231104,50,102,Clothing,10,16,33,61.26,63.01,36.76,24.5,40.0,60.15,1.0133,1,35.47,1.45,1
20231105,50,102,Clothing,7,77,33,29.1,29.17,17.46,11.64,40.0,29.63,0.9995,0,0.0,9.62,0
20231106,50,102,Clothing,7,25,33,79.07,77.77,47.44,31.63,40.0,77.9,0.9912,0,0.0,3.12,1
20231107,50,102,Clothing,8,32,33,34.79,34.09,20.87,13.91,40.0,37.12,0.9886,0,0.0,3.56,1
20231108,50,102,Clothing,5,98,33,56.26,55.55,33.76,22.5,40.0,51.67,0.9928,1,12.43,16.33,0
20231109,50,102,Clothing,10,61,33,69.41,64.51,41.64,27.76,40.0,68.49,0.9634,0,0.0,5.55,0
20231110,50,102,Clothing,7,18,33,55.38,49.51,33.23,22.15,40.0,52.38,0.9447,1,39.02,2.25,1
20231111,50,102,Clothing,12,16,33,44.49,48.28,26.69,17.8,40.0,40.22,1.0406,0,0.0,1.23,1
20231112,50,102,Clothing,6,62,33,84.31,86.74,50.59,33.73,40.0,77.72,1.0137,0,0.0,8.86,0
20231113,50,102,Clothing,9,87,33,41.61,35.65,24.97,16.64,40.0,44.46,0.9245,0,0.0,8.7,0
20231114,50,102,Clothing,8,79,33,30.11,25.85,18.07,12.05,40.0,32.71,0.9249,1,37.04,8.78,0
20231115,50,102,Clothing,12,66,33,24.28,20.45,14.57,9.71,40.0,25.36,0.9157,0,0.0,5.08,0
20231116,50,102,Clothing,10,79,33,25.08,28.8,15.05,10.03,40.0,24.74,1.0695,1,14.47,7.18,0
20231117,50,102,Clothing,9,58,33,89.19,93.51,53.52,35.68,40.0,84.89,1.0234,0,0.0,5.8,0
20231118,50,102,Clothing,5,55,33,18.54,15.61,11.13,7.42,40.0,17.51,0.9151,0,0.0,9.17,0
20231119,50,102,Clothing,7,48,33,89.65,79.22,53.79,35.86,40.0,98.5,0.9395,0,0.0,6.0,0
20231120,50,102,Clothing,7,85,33,74.59,83.05,44.75,29.83,40.0,69.21,1.0545,0,0.0,10.62,0
20231121,50,102,Clothing,5,85,33,112.15,96.84,67.29,44.86,40.0,102.01,0.9288,0,0.0,14.17,0
20231122,50,102,Clothing,7,20,33,70.11,70.72,42.06,28.04,40.0,74.84,1.0037,0,0.0,2.5,1
20231123,50,102,Clothing,8,52,33,45.4,54.16,27.24,18.16,40.0,43.66,1.091,0,0.0,5.78,0
20231124,50,102,Clothing,6,89,33,56.15,47.58,33.69,22.46,40.0,55.81,0.9197,0,0.0,12.71,0
20231125,50,102,Clothing,8,64,33,48.42,50.34,29.05,19.37,40.0,50.71,1.0186,0,0.0,7.11,0
20231126,50,102,Clothing,9,13,33,43.31,40.53,25.99,17.32,40.0,44.59,0.9662,1,29.39,1.3,1
20231127,50,102,Clothing,8,47,33,86.28,89.38,51.77,34.51,40.0,84.6,1.0172,0,0.0,5.22,0
20231128,50,102,Clothing,8,55,33,52.87,46.84,31.72,21.15,40.0,56.65,0.9403,1,11.28,6.11,0
20231129,50,102,Clothing,15,29,33,69.52,85.44,41.71,27.81,40.0,72.48,1.1078,0,0.0,1.81,1
20231130,50,102,Clothing,11,34,33,94.43,93.88,56.66,37.77,40.0,93.25,0.9966,0,0.0,2.83,0
20231201,50,102,Clothing,9,32,33,107.59,97.07,64.55,43.04,40.0,108.57,0.9494,1,17.04,3.2,1
20231202,50,102,Clothing,9,28,33,85.98,97.52,51.59,34.39,40.0,89.28,1.0644,1,16.58,2.8,1
20231203,50,102,Clothing,8,89,33,35.02,40.14,21.01,14.01,40.0,36.06,1.069,0,0.0,9.89,0
20231204,50,102,Clothing,10,73,33,61.65,63.92,36.99,24.66,40.0,62.04,1.0174,1,39.35,6.64,0
20231205,50,102,Clothing,10,38,33,31.4,31.04,18.84,12.56,40.0,30.14,0.9928,1,34.19,3.45,0
20231206,50,102,Clothing,14,56,33,22.48,21.57,13.49,8.99,40.0,21.89,0.9774,0,0.0,3.73,0
20231207,50,102,Clothing,8,83,33,104.58,91.05,62.75,41.83,40.0,105.48,0.9326,0,0.0,9.22,0
20231208,50,102,Clothing,14,46,33,69.75,77.6,41.85,27.9,40.0,72.72,1.054,0,0.0,3.07,0
20231209,50,102,Clothing,9,28,33,28.63,32.97,17.18,11.45,40.0,25.97,1.0711,0,0.0,2.8,1
20231210,50,102,Clothing,12,14,33,33.16,27.77,19.9,13.27,40.0,33.59,0.9137,0,0.0,1.08,1
20231211,50,102,Clothing,12,21,33,28.92,25.58,17.35,11.57,40.0,28.57,0.9389,0,0.0,1.62,1
20231212,50,102,Clothing,9,57,33,51.48,52.49,30.89,20.59,40.0,50.8,1.0088,0,0.0,5.7,0
20231213,50,102,Clothing,10,37,33,21.97,19.29,13.18,8.79,40.0,20.51,0.9349,0,0.0,3.36,0
20231214,50,102,Clothing,9,47,33,83.81,70.35,50.29,33.53,40.0,91.9,0.9156,0,0.0,4.7,0
20231215,50,102,Clothing,10,61,33,33.48,30.84,20.09,13.39,40.0,36.32,0.9584,0,0.0,5.55,0
20231216,50,102,Clothing,8,16,33,77.81,78.64,46.68,31.12,40.0,75.4,1.0047,0,0.0,1.78,1
20231217,50,102,Clothing,11,48,33,102.78,93.93,61.67,41.11,40.0,98.25,0.9555,0,0.0,4.0,0
20231218,50,102,Clothing,7,46,33,75.54,88.02,45.32,30.22,40.0,80.3,1.0788,1,18.6,5.75,0
20231219,50,102,Clothing,6,83,33,60.29,67.23,36.17,24.11,40.0,63.83,1.0551,0,0.0,11.86,0
20231220,50,102,Clothing,11,50,33,13.96,15.64,8.38,5.58,40.0,13.63,1.0548,0,0.0,4.17,0
20231221,50,102,Clothing,9,58,33,23.25,21.5,13.95,9.3,40.0,25.39,0.9595,0,0.0,5.8,0
20231222,50,102,Clothing,13,76,33,82.91,78.94,49.75,33.17,40.0,82.63,0.9752,0,0.0,5.43,0
20231223,50,102,Clothing,11,96,33,62.44,69.79,37.46,24.98,40.0,57.33,1.0564,0,0.0,8.0,0
20231224,50,102,Clothing,10,74,33,25.89,26.59,15.53,10.36,40.0,23.74,1.0115,0,0.0,6.73,0
20231225,50,102,Clothing,9,12,33,85.43,82.39,51.26,34.17,40.0,90.07,0.9815,0,0.0,1.2,1
20231226,50,102,Clothing,9,74,33,58.27,55.75,34.96,23.31,40.0,55.36,0.9773,0,0.0,7.4,0
20231227,50,102,Clothing,14,22,33,19.6,23.9,11.76,7.84,40.0,20.36,1.1013,1,21.81,1.47,1
20231228,50,102,Clothing,12,56,33,79.47,96.03,47.68,31.79,40.0,72.09,1.0986,0,0.0,4.31,0
20231229,50,102,Clothing,8,53,33,57.53,50.36,34.52,23.01,40.0,54.98,0.9348,0,0.0,5.89,0
20231230,50,102,Clothing,11,90,33,36.73,42.74,22.04,14.69,40.0,38.9,1.0773,0,0.0,7.5,0
20231231,50,102,Clothing,12,17,33,16.05,17.83,9.63,6.42,40.0,15.71,1.0508,0,0.0,1.31,1
20220101,50,103,Home,50,95,126,60.39,64.89,36.23,24.16,40.0,57.45,1.0357,0,0.0,1.86,1
20220102,50,103,Home,56,99,126,78.47,82.66,47.08,31.39,40.0,85.23,1.0257,0,0.0,1.74,1
20220103,50,103,Home,60,52,126,63.1,75.23,37.86,25.24,40.0,60.26,1.091,0,0.0,0.85,1
20220104,50,103,Home,48,62,126,41.87,44.2,25.12,16.75,40.0,41.95,1.0263,1,35.23,1.27,1
20220105,50,103,Home,40,17,126,82.91,77.43,49.75,33.17,40.0,78.61,0.9658,1,29.83,0.41,1
20220106,50,103,Home,40,8,126,32.27,33.53,19.36,12.91,40.0,29.71,1.0177,1,29.95,0.2,1
20220107,50,103,Home,67,31,126,47.28,53.22,28.37,18.91,40.0,51.51,1.0598,0,0.0,0.46,1
20220108,50,103,Home,45,62,126,23.42,22.87,14.05,9.37,40.0,22.35,0.9862,1,23.97,1.35,1
20220109,50,103,Home,26,74,126,36.87,41.35,22.12,14.75,40.0,36.78,1.0575,0,0.0,2.74,1
20220110,50,103,Home,41,23,126,72.65,64.86,43.59,29.06,40.0,69.54,0.9442,0,0.0,0.55,1
20220111,50,103,Home,45,38,126,99.38,93.43,59.63,39.75,40.0,96.92,0.9691,0,0.0,0.83,1
20220112,50,103,Home,32,82,126,64.15,64.57,38.49,25.66,40.0,61.59,1.0025,0,0.0,2.48,1
20220113,50,103,Home,45,19,126,68.91,59.66,41.35,27.56,40.0,69.55,0.9298,0,0.0,0.41,1
20220114,50,103,Home,50,17,126,49.04,51.43,29.42,19.62,40.0,48.62,1.0231,1,16.04,0.33,1
20220115,50,103,Home,50,61,126,41.94,46.94,25.17,16.78,40.0,40.97,1.0567,0,0.0,1.2,1
20220116,50,103,Home,43,84,126,17.02,15.01,10.21,6.81,40.0,16.04,0.9363,0,0.0,1.91,1
20220117,50,103,Home,54,72,126,42.92,36.92,25.75,17.17,40.0,42.1,0.9265,0,0.0,1.31,1
20220118,50,103,Home,54,53,126,46.25,43.67,27.75,18.5,40.0,49.02,0.9706,1,19.9,0.96,1
20220119,50,103,Home,55,66,126,54.6,53.46,32.76,21.84,40.0,52.63,0.9886,0,0.0,1.18,1
20220120,50,103,Home,34,66,126,44.3,37.21,26.58,17.72,40.0,42.1,0.9155,0,0.0,1.89,1
20220121,50,103,Home,53,23,126,19.93,18.35,11.96,7.97,40.0,21.64,0.9571,0,0.0,0.43,1
20220122,50,103,Home,39,91,126,52.54,48.8,31.53,21.02,40.0,56.16,0.9629,1,15.21,2.27,1
20220123,50,103,Home,54,72,126,29.71,28.43,17.83,11.88,40.0,31.72,0.9765,0,0.0,1.31,1
20220124,50,103,Home,43,32,126,99.24,94.16,59.54,39.7,40.0,90.53,0.9736,0,0.0,0.73,1
20220125,50,103,Home,62,89,126,48.62,55.63,29.17,19.45,40.0,47.32,1.0685,0,0.0,1.41,1
20220126,50,103,Home,54,99,126,49.3,58.09,29.58,19.72,40.0,53.87,1.0844,0,0.0,1.8,1
20220127,50,103,Home,35,88,126,16.74,15.17,10.05,6.7,40.0,15.33,0.9489,0,0.0,2.44,1
20220128,50,103,Home,56,52,126,52.99,60.38,31.79,21.2,40.0,54.13,1.0664,0,0.0,0.91,1
20220129,50,103,Home,48,55,126,77.61,77.13,46.57,31.05,40.0,77.35,0.9962,0,0.0,1.12,1
20220130,50,103,Home,31,62,126,76.08,78.22,45.65,30.43,40.0,82.61,1.0133,1,18.31,1.94,1
20220131,50,103,Home,38,70,126,36.52,44.18,21.91,14.61,40.0,35.04,1.0984,0,0.0,1.79,1
20220201,50,103,Home,37,76,126,30.48,35.01,18.29,12.19,40.0,28.26,1.0699,0,0.0,2.0,1
20220202,50,103,Home,53,7,126,106.4,89.69,63.84,42.56,40.0,106.52,0.9177,0,0.0,0.13,1
20220203,50,103,Home,54,64,126,89.72,77.15,53.83,35.89,40.0,84.04,0.9268,0,0.0,1.16,1
20220204,50,103,Home,57,41,126,47.91,45.33,28.75,19.16,40.0,49.57,0.9717,0,0.0,0.71,1
20220205,50,103,Home,61,21,126,99.1,88.86,59.46,39.64,40.0,106.71,0.9464,0,0.0,0.34,1
20220206,50,103,Home,52,44,126,59.0,57.19,35.4,23.6,40.0,56.28,0.9837,0,0.0,0.83,1
20220207,50,103,Home,70,35,126,37.4,46.09,22.44,14.96,40.0,36.55,1.1087,0,0.0,0.49,1
20220208,50,103,Home,54,39,126,39.36,44.32,23.62,15.75,40.0,37.07,1.0597,1,22.57,0.71,1
20220209,50,103,Home,62,34,126,79.94,94.58,47.96,31.98,40.0,79.81,1.087,1,38.65,0.54,1
20220210,50,103,Home,43,13,126,101.49,96.47,60.89,40.6,40.0,102.14,0.9745,0,0.0,0.3,1
20220211,50,103,Home,54,10,126,42.82,49.89,25.69,17.13,40.0,46.86,1.0781,0,0.0,0.18,1
20220212,50,103,Home,60,20,126,81.01,96.25,48.61,32.41,40.0,76.37,1.0893,0,0.0,0.33,1
20220213,50,103,Home,52,77,126,26.52,24.92,15.91,10.61,40.0,27.77,0.9676,0,0.0,1.45,1
20220214,50,103,Home,66,69,126,39.3,44.58,23.58,15.72,40.0,40.29,1.0637,1,31.71,1.03,1
20220215,50,103,Home,60,64,126,50.29,59.88,30.18,20.12,40.0,49.14,1.0901,0,0.0,1.05,1
20220216,50,103,Home,61,57,126,38.06,35.37,22.84,15.22,40.0,37.68,0.9628,0,0.0,0.92,1
20220217,50,103,Home,68,85,126,75.31,78.88,45.18,30.12,40.0,72.59,1.0227,0,0.0,1.23,1
20220218,50,103,Home,50,19,126,36.22,34.19,21.73,14.49,40.0,33.73,0.9703,0,0.0,0.37,1
20220219,50,103,Home,64,71,126,40.12,47.42,24.07,16.05,40.0,39.09,1.0858,1,14.25,1.09,1
20220220,50,103,Home,70,82,126,22.77,28.39,13.66,9.11,40.0,21.89,1.1142,1,31.52,1.15,1
20220221,50,103,Home,41,96,126,109.58,91.98,65.75,43.83,40.0,112.58,0.9157,0,0.0,2.29,1
20220222,50,103,Home,59,85,126,47.35,46.38,28.41,18.94,40.0,44.91,0.9886,0,0.0,1.42,1
20220223,50,103,Home,51,24,126,42.48,42.27,25.49,16.99,40.0,45.04,0.9964,0,0.0,0.46,1
20220224,50,103,Home,41,14,126,91.89,99.36,55.13,36.76,40.0,99.43,1.0393,0,0.0,0.33,1
20220225,50,103,Home,52,90,126,95.83,90.93,57.5,38.33,40.0,96.17,0.9736,0,0.0,1.7,1
20220226,50,103,Home,65,96,126,16.9,20.49,10.14,6.76,40.0,15.58,1.0977,0,0.0,1.45,1
20220227,50,103,Home,56,37,126,83.86,70.58,50.32,33.54,40.0,80.11,0.9169,1,36.1,0.65,1
20220228,50,103,Home,68,28,126,54.91,57.82,32.95,21.96,40.0,54.93,1.0252,0,0.0,0.41,1
20220301,50,103,Home,63,36,126,14.02,15.41,8.41,5.61,40.0,12.98,1.0444,0,0.0,0.56,1
20220302,50,103,Home,42,99,126,38.5,32.51,23.1,15.4,40.0,36.94,0.9178,0,0.0,2.3,1
20220303,50,103,Home,40,37,126,57.85,59.18,34.71,23.14,40.0,53.75,1.0106,0,0.0,0.9,1
20220304,50,103,Home,47,31,126,49.2,53.17,29.52,19.68,40.0,52.15,1.0385,1,12.24,0.65,1
20220305,50,103,Home,31,13,126,27.11,23.28,16.26,10.84,40.0,26.24,0.925,0,0.0,0.41,1
20220306,50,103,Home,64,29,126,63.05,73.72,37.83,25.22,40.0,69.2,1.0804,1,38.72,0.45,1
20220307,50,103,Home,57,85,126,78.51,80.26,47.11,31.4,40.0,77.87,1.0105,0,0.0,1.47,1
20220308,50,103,Home,56,69,126,45.11,53.73,27.07,18.04,40.0,47.81,1.0901,0,0.0,1.21,1
20220309,50,103,Home,44,22,126,66.08,69.86,39.65,26.43,40.0,69.64,1.0274,0,0.0,0.49,1
20220310,50,103,Home,30,71,126,14.74,16.17,8.84,5.9,40.0,15.24,1.0438,0,0.0,2.29,1
20220311,50,103,Home,48,73,126,46.76,45.76,28.06,18.71,40.0,45.45,0.9882,0,0.0,1.49,1
20220312,50,103,Home,43,89,126,18.1,15.32,10.86,7.24,40.0,17.42,0.9174,0,0.0,2.02,1
20220313,50,103,Home,47,85,126,73.2,71.13,43.92,29.28,40.0,78.92,0.9851,0,0.0,1.77,1
20220314,50,103,Home,57,54,126,54.55,65.6,32.73,21.82,40.0,49.75,1.0956,0,0.0,0.93,1
20220315,50,103,Home,42,27,126,66.11,60.27,39.67,26.44,40.0,71.96,0.9541,0,0.0,0.63,1
20220316,50,103,Home,42,89,126,46.62,43.36,27.97,18.65,40.0,47.55,0.9634,0,0.0,2.07,1
20220317,50,103,Home,72,33,126,97.6,93.05,58.56,39.04,40.0,98.79,0.9759,0,0.0,0.45,1
20220318,50,103,Home,65,56,126,27.82,30.47,16.69,11.13,40.0,25.96,1.0448,0,0.0,0.85,1
20220319,50,103,Home,81,23,126,17.19,19.91,10.32,6.88,40.0,16.98,1.0728,0,0.0,0.28,1
20220320,50,103,Home,62,11,126,17.96,15.37,10.77,7.18,40.0,19.68,0.9226,0,0.0,0.17,1
20220321,50,103,Home,71,8,126,14.77,15.18,8.86,5.91,40.0,13.66,1.0105,0,0.0,0.11,1
20220322,50,103,Home,60,62,126,55.86,60.03,33.51,22.34,40.0,56.03,1.0357,0,0.0,1.02,1
